delta
14.106914120477382
1.8696232102615726
3.805245670399384
14.447618093420054
4.137576508326519
13.656410768141079
11.054803798313294
5.272616443674555
3.168331770435189
8.463014946423725
6.987725928999094
5.030752693804734
4.034076357368391
9.24481179334148
19.427206541959563
3.483600158251912
2.949148991643146
8.849599303687286
14.342848532660017
5.135805494532551
8.566300680986354
6.440535019099327
7.324391933777531
6.012285507309722
5.421965623336419
7.6845742401131965
1.3396234236547366
7.038734209181426
2.2790491139838407
319.34949198009167
9.535778789564795
8.71478777613095
6.551910781825235
7.068762828939574
26.18561647153086
15.480873270919814
7.120285717125701
8.682511447135004
34.044208431632505
13.016091982073766
7.445627255331751
2.6177835502042317
10.40325978321161
25.867022878482956
10.897885944203816
4.745758483419312
68.80189039002794
11.632614465246128
3.756197267365547
6.160056104440402
4.658969751405576
5.599807768522995
3.2423776435413982
7.959969439053903
4.530780506973647
7.3433649223826665
9.380843214443665
13.497954127474392
4.622133166173281
12.94575020322622
6.818785141784798
4.204137520654721
9.087157429878184
6.345914635326406
30.293766338506163
4.3230923334615134
8.752888586993494
18.189282019389243
8.319153096547202
7.848536658909868
5.195478051825393
5.462917373889599
3.3268175645578912
6.3346376213444815
14.989180362136912
1.7057299347557784
5.321942898643929
13.684419990663455
2.3475137232581096
12.161918153105953
2.9557248548393953
8.297059096857007
11.463810704857153
8.116160814622722
32.19119023951521
7.393920884313141
6.783741364389755
6.037502350596248
4.403326202899001
2.5797948779414477
1.7102721973516912
8.858576954360945
5.276140672930879
3.70272782726716
4.056792946871807
6.7541478787619
13.477864859992916
18.900095885998155
14.383101388032024
7.072851815951834
5.982221485642198
10.437797521209923
6.09332734152868
3.426274914693278
2.652139869756623
5.787681079587773
2.4020400666981083
4.221201471059091
0.8849847309037356
5.340366553952899
4.374534465102196
13.809779940598085
8.471558610622258
4.900305700558979
9.463998812591703
10.8681231530851
5.650432541808775
7.646768088281454
3.7415332424980097
1.9491762228173044
6.87364577906472
7.032547352719989
4.556954625889137
13.505891046134375
2.3687760516837697
2.2943269874487084
10.641435810662454
3.156793324158931
3.723851303576298
10.550144144796546
11.160440997820427
7.5380745351103515
7.491075612174568
6.862017862214288
7.964622942920379
5.351083959529495
7.4520914941423975
21.75453695360366
4.489215211365938
4.639893052829241
1.8112039072846096
8.819336894836676
5.097333735646611
5.277822734343394
6.9939321896477
7.460731217025671
0.04000642603483462
12.113453162924499
6.778924820225638
18.27552367360459
6.8373392507253214
10.120147585624245
10.77859759451895
11.734778715230943
4.342967657911281
17.19004005135047
10.004989430210044
6.6947988750188685
13.683678286397681
8.183006043079864
5.583534772680183
6.644352202343647
60.41886098804947
6.357806916901375
128.53239893050335
2.7705207046838924
1.0116806277265256
6.293133315661736
2.328879292655607
4.783204669172514
5.430731548474119
2.442646861154529
2.196476648677209
6.529938577342941
12.067863394773822
8.17810869024917
15.55848303245731
9.775980485986622
5.580002398212663
5.532142652470774
5.830179940267975
8.025130615848367
4.902708043274382
10.779396541249955
6.42423366265517
11.86210976413656
10.229141128908706
5.824099723633852
3.7150442618685955
3.091906147207366
12.971324050838154
6.0653507405156235
8.925025921634868
8.006930747970639
26.23590485471682
7.2234565701691045
7.370239260262304
7.30584755226441
7.825328947285214
4.0251474912364955
5.433848093102335
4.477989188076351
8.209242377230927
12.259466906799224
7.263437546653991
18.325496524621602
14.522776679887915
8.908159227172188
5.330089530707565
9.384621291966704
3.321128502468394
24.360041795524207
9.167543385162363
6.74465405736437
6.033880729361408
10.807987528798705
7.375106093995032
8.322938399089304
12.215765360120788
2.2424947538376303
6.943501610487135
8.69019930554403
6.058448407161483
8.604719770184792
10.202852564710744
7.595232763616033
4.194266903079746
16.74681785466264
6.101199695009832
3.7339434627975
5.150160989662966
9.669283942469054
10.912296215890812
11.304611679127959
5.7705050226881704
8.080269798028429
12.858714724419157
7.971718196675211
11.622162998319922
4.039701842523428
20.6242784040897
8.21945836349266
6.505159912178608
7.730303784428822
4.965029902884992
8.454837478667628
13.138023677032502
2.085753171921577
3.660423034430906
17.125131082752954
3.666849194838546
9.084550268961772
5.3686665761686365
8.810720440442669
17.494539240122776
11.208196167840331
8.100733740645772
3.9612139764634366
5.1418744882893925
4.326433126881552
4.153714194495416
10.885014474267367
139.1795387532558
3.6498711064017733
8.526235627911143
11.248295941039686
14.874842783840528
3.1677713160391874
5.6475495857136435
7.862273683682045
10.906812600911126
12.417252413542924
8.819867824452707
4.710228666374593
5.479043476623069
4.418430836802218
5.555084019993746
133.3615188416654
3.865124954374259
5.584823870848286
5.955574130647937
2.678143230586556
11.603689327034735
5.957897105214509
4.594176425283869
13.68186308519182
12.22885058301611
12.855902362052142
6.87365086525507
24.66866277461648
5.492468991840118
3.2835286196234343
8.698861157497834
6.595545209972918
3.9700967995448027
12.00427044592762
9.153721739531836
9.519968006468078
3.392902004618891
5.498125240207923
7.413381184194364
16.031468615079483
7.6009316900372355
24.458970937662595
